objectid,title,creator,date,description,collection,subject,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement,display_template,object_location,image_small,image_thumb,image_alt_text,object_transcript,extra
te_018,Rotary Dial Wall Phone,,,,Technology,,Display Case H2,,,,te_018,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/te_018.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/te_018_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/te_018_th.jpg,,,
te_019,Phone Receiver,,,,Technology,,Display Case H2,,,,te_019,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/te_019.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/te_019_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/te_019_th.jpg,,,
te_020,Candlestick Phone ca 1900,,,,Technology,,Display Case H2,,,,te_020,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/te_020.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/te_020_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/te_020_th.jpg,,,
te_021,Candlestick Phone Modified for Dial ca 1900,,,,Technology,,Display Case H2,,,,te_021,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/te_021.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/te_021_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/te_021_th.jpg,,,
te_023,Microscope No. 53724,Bausch & Lomb,,This microscope has 3 objectives. It belonged to Dr. O.F. Parish.,Technology,,,,,,te_023,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/te_023.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/te_023_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/te_023_th.jpg,,,
te_025,Microscope with green base,W. H. Walmsly Co.,,,Technology,,,,,,te_025,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/te_025.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/te_025_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/te_025_th.jpg,,,
te_026,Microscope with Heavy Iron Base,,,,Technology,,,,,,te_026,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/te_026.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/te_026_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/te_026_th.jpg,,,
te_030,Microscope,,,,Technology,,Display Case H5,,,,te_030,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/te_030.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/te_030_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/te_030_th.jpg,,,
te_031,Spencer Microscope 115833,,,,Technology,,Display Case H5,,,,te_031,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/te_031.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/te_031_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/te_031_th.jpg,,,
te_032,Solar Microscope,,,,Technology,,,,,,te_032,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/te_032.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/te_032_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/te_032_th.jpg,,,
te_033,Boxed Polarizers for Microscope,,,,Technology,,Display Case H5,,,,te_033,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/te_033.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/te_033_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/te_033_th.jpg,,,
te_034,Microscope Polarizers,,,,Technology,,Display Case H5,,,,te_034,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/te_034.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/te_034_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/te_034_th.jpg,,,
te_035,Micrometer Eyepiece for Microscope,,,,Technology,,Display Case H5,,,,te_035,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/te_035.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/te_035_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/te_035_th.jpg,,,
te_038,Solar Microscope,,,"A solar microscope was placed in a hole in a window shutter with the mirror outside and the barrel extending into a room. Sunlight was reflected by the mirror through condensing lenses, a slide carrying an object to be observed, and projection lenses. The image was projected on a screen in the room.

This microscope has no maker's name on it, and its date is unknown. The solar microscope was invented in 1740 and remained popular into the next century. This instrument probably is older than Grinnell College, possibly dating to the late 18th century and certainly no later than the early 19th century.",Technology,,,,,,te_038,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/te_038.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/te_038_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/te_038_th.jpg,,,
te_039,Telescope,James W. Queen & Co.,,This telescope has a mahogany tube and five brass draw sections. It was sold by and probably made by Queen & Co. Date of acquisition is not known,Technology,,Storage Location Prep Room,,,,te_039,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/te_039.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/te_039_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/te_039_th.jpg,,,
te_040,Surveyor’s Transit,W. & L.E. Gurley,,,Technology,,Display Case B4,,,,te_040,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/te_040.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/te_040_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/te_040_th.jpg,,,
te_043,Surveyor’s Transit Serial No. 7969,Young & Sons,,"A surveyor’s transit is used to measure horizontal and vertical angles (The Surveyor’s Basic Tools).  It was invented in 1831 by William J. Young. Designs varied throughout the 1800s, but were generally standardized by 1885. The transit was a highly versatile tool and with modifications was used not only for surveying, but also for astronomy, mining, and tunneling (Beeks). 
	Young & Sons made this specific surveyor’s transit in the United States sometime between 1906 and 1908 (Miller). It likely came to Grinnell to be used in the class “Surveying and Plotting”, offered from 1905 to 1909, and then in the class simply titled “Surveying” from 1910 to 1923 after which the class was no longer offered. The transit was likely used directly by students and not just professors for demonstration as the course description says it is about “the theory of different instruments and practice in their use” as well as that students should expect to perform six hours of field work each week. Some of the earlier descriptions of the course explicitly mentioning using the transit during the first half of the course, and although the transit is no longer explicitly mentioned in some of the later course descriptions it is still likely that it was included in the instruments used for field work (Grinnell College Catalogs).

-Andrew Lieman (2019)

Probably used between 1906 and 1908

References

Beeks, D. Evolution of the Transit. Retrieved from 	http://www.surveyhistory.org/evolution_of_the_transit1.htm

Grinnell College Catalogs from 1905 to 1923.

Miller, R. How Old is my Young & Sons?. Retrieved from							http://www.surveyhistory.org/how_old_is_my_young_&_sons.htm 

The Surveyor’s Basic Tools. Retrieved from 	http://www.surveyhistory.org/the_surveyor%27s_basic_tools.htm",Technology,,Storage Location Prep Room,,,,te_043,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/te_043.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/te_043_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/te_043_th.jpg,,,
te_045,Surveyor's Tape and 12 Pins,,,,Technology,,,,,,te_045,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/te_045.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/te_045_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/te_045_th.jpg,,,
te_047,Drawing Instruments in Leather Case,,,,Technology,,,,,,te_047,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/te_047.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/te_047_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/te_047_th.jpg,,,
te_060,6 inch Silicon Wafer with 386 Chips,Intel Corp.,,,Technology,,,,,,te_060,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/te_060.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/te_060_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/te_060_th.jpg,,,
te_064,Early Transistor,,1950,Sent to Grant Gale at Grinnell by John Bardeen at Bell Telephone Labs in 1950,Technology,,,,,,te_064,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/te_064.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/te_064_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/te_064_th.jpg,,,
te_072,Chronograph,Fauth & Co.,1888,"The chronograph was used in conjuction with a transit telescope to make a correction to a clock. The drum was covered with a sheet of paper, and a pen-holding mechanism, now lost, moved along the length of the drum as the drum rotated. The pen made a continuous line on the paper. The pen mechanism was connected to a clock which put out an electrical pulse every second, and those pulses made jogs in the line. An observer at a transit telescope watched for the passage of a star through the meridian, and when the star crossed the cross-hairs of the telescope, the observer closed a switch which produced a different sort of jog in the line. It was then possible to determine within a small fraction of a second what the clock read when the star crossed the meridian. The drum was turned by a spring motor, and the governor to control the speed is in the upper right of the picture. This was part of the equipment in the Grinnell College observatory in the late 1800s.",Technology,,Display Case F2,,,,te_072,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/te_072.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/te_072_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/te_072_th.jpg,,,
te_073,Early Phonograph,,1887,"This ""talking machine"" is on loan to the museum by the family of Professor Ben Graham.  They used it in Massachusetts in the late 1890's. The recording is on a wax cylinder instead of a flat disk. The horn is not original; the original horn was much larger.",Technology,,,,,,te_073,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/te_073.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/te_073_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/te_073_th.jpg,,,
te_080,Early phonograph with large horn,,,,Technology,,Display Case G2a,,,,te_080,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/te_080.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/te_080_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/te_080_th.jpg,,,
te_082,Large horn used with early phonograph,,,,Technology,,Display Case G2a,,,,te_082,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/te_082.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/te_082_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/te_082_th.jpg,,,
te_083,"Edison Phonograph Cylinder recording
Eppler's Whiskers March Comique",,1908,,Technology,,Display Case G2a,,,,te_083,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/te_083.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/te_083_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/te_083_th.jpg,,,
te_087,Phonograph for 78-rpm records,,,,Technology,,,,,,te_087,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/te_087.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/te_087_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/te_087_th.jpg,,,
te_089,Grinnell College's First Adding Machine,,,,Technology,,,,,,te_089,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/te_089.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/te_089_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/te_089_th.jpg,,,
te_090,Early 1900s Monroe Adding Machine,Monroe Calculating Machine Company,1910,,Technology,,Display Case B6,,,,te_090,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/te_090.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/te_090_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/te_090_th.jpg,,,
te_092,Sharp Calculator,Sharp Corp.,1980,,Technology,,Display Case B6,,,,te_092,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/te_092.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/te_092_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/te_092_th.jpg,,,
te_096,Marchant Calculator,Marchant Calculating Machine Co.,,,Technology,,Display Case B6,,,,te_096,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/te_096.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/te_096_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/te_096_th.jpg,,,
te_097,Clary Calculator,Clary Corp.,,,Technology,,,,,,te_097,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/te_097.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/te_097_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/te_097_th.jpg,,,
te_098,Electric Calculator,Citizen Systems,,,Technology,,Display Case B6,,,,te_098,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/te_098.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/te_098_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/te_098_th.jpg,,,
te_103,Argus Model A,Argus,1936,"The Argus Model A helped to popularize the 135 format of film in the United States. This was a low-cost camera at $12.50 in 1936 - around $290 in 2025 dollars. The camera body is made of bakelite, with apertures of f/4.5, f/5.6, f/8, and f/11 and a collapsible lens. This particular camera is in a leather case that flaps down for picture-taking, and has a short start-up manual with the inscription requesting its return if found. Serial Number: 15435",Technology,Cameras,Storage Location F1a,,,,te_103,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/te_103.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/te_103_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/te_103_th.jpg,,,
te_104,Filmo 70 A Motion Picture Camera,Bell & Howell,1930,"The Filmo 70 is the first spring motor-driven 16mm camera, the first in the long-running Filmo series. This is an A model, with a sing f/3.5 lens and two film speeds, 8 and 16 frames per second. 16 frames per second was considered standard at the time. This model was intended for home video or amateur film, but later models became popular for filming news in war zones due to the ruggedness of the cameras. This particular camera may have been previously owned by Albert N. Mills '06, a Grinnell alum who appears in the 1906 edition of the Cyclone. The manual has his name written on it in two places.",Technology,Cameras,Storage Location F1a,,,,te_104,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/te_104.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/te_104_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/te_104_th.jpg,,,
te_105,No. 1A Rexo,Burke & James,1916,"The Rexo 1A, manufactured between 1916 and 1931, was positioned as a lower-price alternative to the Kodak Autographic popular at the time. This camera folds into a rectangular shape for travel and storage, and uses 2.5/4.5 inch film. The lens is a F7-5 Rexo Anastigmat F 5 1/4 in lens, and it has an Ilex shutter.",Technology,Cameras,Storage Location F1a,,,,te_105,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/te_105.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/te_105_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/te_105_th.jpg,,,
te_106,,,,,,Cameras,,,,,te_106,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/te_106.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/te_106_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/te_106_th.jpg,,,
te_107,Foot X-ray Machine,,,,Technology,,Storage Location F1a,,,,te_107,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/te_107.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/te_107_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/te_107_th.jpg,,,
te_109,King Camera,Rochester Camera Co.,1896,"Very similar to the King camera made by Rochester Camera Mfg. Co., this camera is distinguished by the direction of the springs on the back (two springs facing the other two, rather than all being in the same direction) and brass pieces on the side of the camera. This is a very large camera, though it could be folded if it were in better condition. On this particular camera, the bellows are ripped in a few places. Pictures it took would have been with glass plates, not film.",Technology,Cameras,Storage Location F1a,,,,te_109,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/te_109.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/te_109_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/te_109_th.jpg,,,
te_112,Telegraph Key,,,,Technology,,Display Case H2,,,,te_112,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/te_112.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/te_112_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/te_112_th.jpg,,,
te_113,Lantern Glass,CRX and P,,,Technology,,,,,,te_113,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/te_113.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/te_113_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/te_113_th.jpg,,,
te_115,Radio Transmitter,The Hallicrafters Co.,,Model HT-40,Technology,,Storage Location H1b,,,,te_115,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/te_115.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/te_115_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/te_115_th.jpg,,,
te_116,Anoxia Photometer,"Coleman Instruments, Inc,
Rubicon Co.",,Model 17-006,Technology,,Storage Location H2a,,,,te_116,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/te_116.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/te_116_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/te_116_th.jpg,,,
te_117,Lightning Rod,,,,Technology,,,,,,te_117,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/te_117.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/te_117_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/te_117_th.jpg,,,
te_130,McIntosh Milliammeter,Bang & Olufsen Co.,,One of these is in the Smithsonian labeled a “dosage meter.”  It probably is part of a medical fake.,Electricity_and_Magnetism,Analog_Meters,,,,,te_130,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/te_130.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/te_130_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/te_130_th.jpg,,,
te_142,Micrometer Head for Telescope or Microscope,,,,Technology,,Storage Location Prep Room,,,,te_142,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/te_142.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/te_142_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/te_142_th.jpg,,,
te_145,Four Coil Aerocoil for Tuning Radios,Aero Products Inc.,,,Technology,,Storage Location B3a,,,,te_145,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/te_145.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/te_145_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/te_145_th.jpg,,,
te_152,Small Balance,,,,Technology,,,,,,te_152,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/te_152.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/te_152_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/te_152_th.jpg,,,
te_159,HP9100A Calculator,Hewlett Packard Co.,,,Technology,,Display Case B6,,,,te_159,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/te_159.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/te_159_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/te_159_th.jpg,,,
te_161,Wang Electronics Package,"Wang Laboratories, Inc.",,,Technology,,Display Case B6,,,,te_161,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/te_161.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/te_161_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/te_161_th.jpg,,,
te_164,Craig Calculator,Craig Corp.,,,Technology,,Display Case B6,,,,te_164,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/te_164.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/te_164_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/te_164_th.jpg,,,
te_166,TI Calculator,Texas Instruments Inc.,,,Technology,,Display Case B6,,,,te_166,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/te_166.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/te_166_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/te_166_th.jpg,,,
te_167,TI Calculator,Texas Instruments Inc.,,,Technology,,Display Case B6,,,,te_167,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/te_167.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/te_167_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/te_167_th.jpg,,,
te_168,Canon Calculator,Canon Inc.,,,Technology,,Display Case B6,,,,te_168,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/te_168.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/te_168_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/te_168_th.jpg,,,
te_169,Polaroid Camera,Polaroid Corp.,,model 360 (with te_170 and te_171),Technology,,Dead Storage Room,,,,te_169,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/te_169.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/te_169_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/te_169_th.jpg,,,
te_172,Polaroid Print Copier Model 2401,Polaroid,1959,"This device is intended to copy Polaroid images taken by a Polaroid Land Camera model 110 or 110A. It is essentially a scanner, with the camera that takes the scans separate from the scanner. This box contains a flash, a timer, and a mounting point to hold the camera and original photograph exactly in place. The exposure time of the copy is much longer than for the original image. Images that were taken under- or over-exposed can be fixed in copying by exposing for different amounts of time. The manual reccomends an exposure time of up to 25 seconds to improve a very under-exposed image, and an exposure time as little as 4 seconds to slightly darken an over-exposed image. The contrast of the copy can be decreased by decreasing the development time from 1 minute to 45 seconds.",Technology,Cameras,Storage Location F1a,,,,te_172,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/te_172.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/te_172_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/te_172_th.jpg,,,
te_175,Polaroid Camera,Polaroid Corp.,,Model 110A,Technology,,,,,,te_175,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/te_175.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/te_175_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/te_175_th.jpg,,,
te_181,Kodak Hawk-Eye No. 2 Model C,Kodak,1913,"The Hawk-Eye No. 2 Model C is an extremely simple box camera for Kodak 120 film with a fixed aperture and one very small viewfinder. The lens of the camera is behind the guillotine-style shutter, and is a very small meniscus lens.",Technology,Cameras,Storage Location F1a,,,,te_181,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/te_181.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/te_181_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/te_181_th.jpg,,,
te_183,Vest Pocket Autographic Kodak Camera,Eastman Kokak,1920,"This model, manufactured between 1915 and 1926, has a fixed-focus f/7.7 lens. The front of the camera expands out to take pictures. The version sold without the ""special"" branding was advertised as the ""Soldier's camera"" during World War 1, with a flap that can be lifted up on the back of the camera to write a note on the backing of 127mm film. A small stylus is included to do this.",Technology,,Storage Location Prep Room,,,,te_183,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/te_183.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/te_183_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/te_183_th.jpg,,,
te_184,620 Film Camera Back,Kodak,1935,"This is the back of a camera, probably a bellows camera, that takes 620 film. The lens and bellows are missing. The date listed here is approximate.",Technology,Cameras,Storage Location Prep Room,,,,te_184,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/te_184.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/te_184_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/te_184_th.jpg,,,
te_188,Empire 120 Box Camera,JEMCO,1930,"This Empire 120 box camera is of very simple all-metal construction, and bears a mark from J.E. Mergott Co. of Newark, New Jersey. This company also made metal frames for handbags, which matches this camera's all-metal construction. This is an example of a relatively generic, cheap camera, allowing ordinary people to take pictures.",Technology,Cameras,Storage Location F1a,,,,te_188,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/te_188.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/te_188_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/te_188_th.jpg,,,
te_194,Parish Microscope,,,,Technology,,,,,,te_194,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/te_194.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/te_194_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/te_194_th.jpg,,,
te_197,Intel paper tape reader for Intellec 8,Intel Corp.,1976,"Gift from Robert Noyce at Intel to Grinnell College Physics Department.  

Paper-tape reader for Intellec 8 8080-development system.",Technology,,Display Case V3,,,,te_197,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/te_197.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/te_197_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/te_197_th.jpg,,,
te_198,Intel Intellec 8 8080-Development System,Intel Corp.,1976,Gift from Robert Noyce at Intel to Grinnell College Physics Department,Technology,,Display Case V3,,,,te_198,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/te_198.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/te_198_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/te_198_th.jpg,,,
te_199,Apple-IIe with disc drives,Apple Inc.,1979,1979 Gift from Steve Jobs to Grinnell College,Technology,,Display Case V3,,,,te_199,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/te_199.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/te_199_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/te_199_th.jpg,,,
